app.js 33ms (unchanged)
test/database/sorted.js 34ms (unchanged)
test/defer-logger.js 2ms (unchanged)
test/emailer.js 3ms (unchanged)
test/feeds.js 4ms (unchanged)
test/file.js 3ms (unchanged)
test/files/1.css 12ms (unchanged)
test/files/1.js 0ms (unchanged)
test/files/2.js 0ms (unchanged)
test/files/2.scss 0ms (unchanged)
test/files/503.html 31ms (unchanged)
test/flags.js 44ms (unchanged)
test/groups.js 32ms (unchanged)
test/helpers/index.js 5ms (unchanged)
test/i18n.js 4ms (unchanged)
test/image.js 1ms (unchanged)
test/locale-detect.js 1ms (unchanged)
test/messaging.js 22ms (unchanged)
test/meta.js 11ms (unchanged)
test/middleware.js 4ms (unchanged)
test/mocks/databasemock.js 3ms (unchanged)
test/mocks/plugin_modules/@nodebb/another-thing/package.json 1ms (unchanged)
test/mocks/plugin_modules/@nodebb/another-thing/plugin.json 1ms (unchanged)
test/mocks/plugin_modules/@nodebb/nodebb-plugin-abc/package.json 0ms (unchanged)
test/mocks/plugin_modules/@nodebb/nodebb-plugin-abc/plugin.json 0ms (unchanged)
test/mocks/plugin_modules/nodebb-plugin-xyz/package.json 0ms (unchanged)
test/mocks/plugin_modules/nodebb-plugin-xyz/plugin.json 1ms (unchanged)
test/mocks/plugin_modules/something-else/package.json 1ms (unchanged)
test/mocks/plugin_modules/something-else/plugin.json 0ms (unchanged)
test/notifications.js 8ms (unchanged)
test/package-install.js 2ms (unchanged)
test/pagination.js 1ms (unchanged)
test/password.js 1ms (unchanged)
test/plugins-installed.js 0ms (unchanged)
test/plugins.js 9ms (unchanged)
test/posts.js 25ms (unchanged)
test/posts/uploads.js 9ms (unchanged)
test/pubsub.js 1ms (unchanged)
test/rewards.js 1ms (unchanged)
test/search-admin.js 1ms (unchanged)
test/search.js 4ms (unchanged)
test/settings.js 1ms (unchanged)
test/socket.io.js 15ms (unchanged)
test/template-helpers.js 4ms (unchanged)
test/tokens.js 3ms (unchanged)
test/topics.js 58ms (unchanged)
test/topics/events.js 2ms (unchanged)
test/topics/thumbs.js 8ms (unchanged)
test/translator.js 6ms (unchanged)
test/upgrade.js 0ms (unchanged)
test/uploads.js 12ms (unchanged)
test/user.js 54ms (unchanged)
test/user/emails.js 3ms (unchanged)
test/user/reset.js 3ms (unchanged)
test/user/uploads.js 3ms (unchanged)
test/utils.js 7ms (unchanged)
types/database/hash.d.ts 25ms (unchanged)
types/database/index.d.ts 5ms (unchanged)
types/database/list.d.ts 2ms (unchanged)
types/database/set.d.ts 2ms (unchanged)
types/database/string.d.ts 2ms (unchanged)
types/database/zset.d.ts 10ms (unchanged)
UserGuide.md 23ms (unchanged)
webpack.common.js 2ms (unchanged)
webpack.dev.js 1ms (unchanged)
webpack.installer.js 1ms (unchanged)
webpack.prod.js 1ms (unchanged)
